timestamp,game_id,home_team,away_team,quarter,time_remaining_quarter_seconds,time_remaining_minutes,score_home,score_away,score_diff
2024-10-24T02:17:17.2Z,0022400071,LAC,PHX,1,720.0,12.0,0.0,0.0,0.0
2024-10-24T02:17:20.9Z,0022400071,LAC,PHX,1,715.0,11.916666666666666,0.0,0.0,0.0
2024-10-24T02:17:32.9Z,0022400071,LAC,PHX,1,703.0,11.716666666666667,2.0,0.0,2.0
2024-10-24T02:17:56.3Z,0022400071,LAC,PHX,1,683.0,11.383333333333333,2.0,0.0,2.0
2024-10-24T02:18:16.5Z,0022400071,LAC,PHX,1,676.0,11.266666666666667,2.0,2.0,0.0
2024-10-24T02:18:38.8Z,0022400071,LAC,PHX,1,656.0,10.933333333333334,2.0,2.0,0.0
2024-10-24T02:19:09.1Z,0022400071,LAC,PHX,1,656.0,10.933333333333334,3.0,2.0,1.0
2024-10-24T02:19:09.1Z,0022400071,LAC,PHX,1,656.0,10.933333333333334,3.0,2.0,1.0
2024-10-24T02:19:12.1Z,0022400071,LAC,PHX,1,653.0,10.883333333333333,3.0,2.0,1.0
2024-10-24T02:19:27.4Z,0022400071,LAC,PHX,1,650.0,10.833333333333334,3.0,2.0,1.0
2024-10-24T02:19:30.4Z,0022400071,LAC,PHX,1,647.0,10.783333333333333,3.0,2.0,1.0
2024-10-24T02:19:36.5Z,0022400071,LAC,PHX,1,641.0,10.683333333333334,3.0,2.0,1.0
2024-10-24T02:19:39.5Z,0022400071,LAC,PHX,1,638.0,10.633333333333333,3.0,2.0,1.0
2024-10-24T02:19:43.1Z,0022400071,LAC,PHX,1,638.0,10.633333333333333,3.0,2.0,1.0
2024-10-24T02:20:18.0Z,0022400071,LAC,PHX,1,617.0,10.283333333333333,3.0,2.0,1.0
2024-10-24T02:20:18.0Z,0022400071,LAC,PHX,1,617.0,10.283333333333333,3.0,2.0,1.0
2024-10-24T02:20:20.0Z,0022400071,LAC,PHX,1,615.0,10.25,3.0,2.0,1.0
2024-10-24T02:20:24.6Z,0022400071,LAC,PHX,1,609.0,10.15,3.0,2.0,1.0
2024-10-24T02:20:42.6Z,0022400071,LAC,PHX,1,595.0,9.916666666666666,3.0,2.0,1.0
2024-10-24T02:21:11.7Z,0022400071,LAC,PHX,1,595.0,9.916666666666666,3.0,2.0,1.0
2024-10-24T02:21:11.7Z,0022400071,LAC,PHX,1,595.0,9.916666666666666,3.0,2.0,1.0
2024-10-24T02:21:28.0Z,0022400071,LAC,PHX,1,595.0,9.916666666666666,3.0,3.0,0.0
2024-10-24T02:21:42.0Z,0022400071,LAC,PHX,1,584.0,9.733333333333333,5.0,3.0,2.0
2024-10-24T02:22:02.8Z,0022400071,LAC,PHX,1,565.0,9.416666666666666,5.0,3.0,2.0
2024-10-24T02:22:36.4Z,0022400071,LAC,PHX,1,565.0,9.416666666666666,5.0,3.0,2.0
2024-10-24T02:22:36.4Z,0022400071,LAC,PHX,1,565.0,9.416666666666666,5.0,3.0,2.0
2024-10-24T02:22:43.7Z,0022400071,LAC,PHX,1,565.0,9.416666666666666,5.0,3.0,2.0
2024-10-24T02:22:43.7Z,0022400071,LAC,PHX,1,565.0,9.416666666666666,5.0,3.0,2.0
2024-10-24T02:23:01.9Z,0022400071,LAC,PHX,1,565.0,9.416666666666666,5.0,4.0,1.0
2024-10-24T02:23:13.4Z,0022400071,LAC,PHX,1,554.0,9.233333333333333,5.0,4.0,1.0
2024-10-24T02:23:17.5Z,0022400071,LAC,PHX,1,550.0,9.166666666666666,5.0,4.0,1.0
2024-10-24T02:23:20.3Z,0022400071,LAC,PHX,1,547.0,9.116666666666667,7.0,4.0,3.0
2024-10-24T02:23:29.0Z,0022400071,LAC,PHX,1,538.0,8.966666666666667,7.0,7.0,0.0
2024-10-24T02:23:41.9Z,0022400071,LAC,PHX,1,527.0,8.783333333333333,7.0,7.0,0.0
2024-10-24T02:24:15.9Z,0022400071,LAC,PHX,1,527.0,8.783333333333333,8.0,7.0,1.0
2024-10-24T02:24:19.6Z,0022400071,LAC,PHX,1,527.0,8.783333333333333,8.0,7.0,1.0
2024-10-24T02:24:19.6Z,0022400071,LAC,PHX,1,527.0,8.783333333333333,8.0,7.0,1.0
2024-10-24T02:24:38.4Z,0022400071,LAC,PHX,1,527.0,8.783333333333333,9.0,7.0,2.0
2024-10-24T02:25:00.4Z,0022400071,LAC,PHX,1,510.0,8.5,9.0,7.0,2.0
2024-10-24T02:25:25.6Z,0022400071,LAC,PHX,1,494.0,8.233333333333333,9.0,7.0,2.0
2024-10-24T02:25:29.6Z,0022400071,LAC,PHX,1,490.0,8.166666666666666,9.0,7.0,2.0
2024-10-24T02:25:43.8Z,0022400071,LAC,PHX,1,475.0,7.916666666666667,9.0,10.0,1.0
2024-10-24T02:25:53.6Z,0022400071,LAC,PHX,1,465.0,7.75,11.0,10.0,1.0
2024-10-24T02:26:05.8Z,0022400071,LAC,PHX,1,455.0,7.583333333333333,11.0,10.0,1.0
2024-10-24T02:26:05.8Z,0022400071,LAC,PHX,1,455.0,7.583333333333333,11.0,10.0,1.0
2024-10-24T02:26:14.6Z,0022400071,LAC,PHX,1,455.0,7.583333333333333,11.0,10.0,1.0
2024-10-24T02:26:14.6Z,0022400071,LAC,PHX,1,455.0,7.583333333333333,11.0,10.0,1.0
2024-10-24T02:26:59.4Z,0022400071,LAC,PHX,1,447.0,7.45,11.0,10.0,1.0
2024-10-24T02:26:59.4Z,0022400071,LAC,PHX,1,447.0,7.45,11.0,10.0,1.0
2024-10-24T02:27:02.4Z,0022400071,LAC,PHX,1,444.0,7.4,11.0,10.0,1.0
2024-10-24T02:27:05.1Z,0022400071,LAC,PHX,1,438.0,7.3,11.0,10.0,1.0
2024-10-24T02:27:07.1Z,0022400071,LAC,PHX,1,436.0,7.266666666666667,11.0,10.0,1.0
2024-10-24T02:27:09.6Z,0022400071,LAC,PHX,1,435.0,7.25,11.0,10.0,1.0
2024-10-24T02:27:09.6Z,0022400071,LAC,PHX,1,435.0,7.25,11.0,10.0,1.0
2024-10-24T02:27:14.1Z,0022400071,LAC,PHX,1,434.0,7.233333333333333,11.0,12.0,1.0
2024-10-24T02:27:26.1Z,0022400071,LAC,PHX,1,420.0,7.0,14.0,12.0,2.0
2024-10-24T02:27:39.0Z,0022400071,LAC,PHX,1,404.0,6.733333333333333,14.0,15.0,1.0
2024-10-24T02:28:06.0Z,0022400071,LAC,PHX,1,376.0,6.266666666666667,14.0,15.0,1.0
2024-10-24T02:28:06.0Z,0022400071,LAC,PHX,1,376.0,6.266666666666667,14.0,15.0,1.0
2024-10-24T02:28:14.0Z,0022400071,LAC,PHX,1,369.0,6.15,16.0,15.0,1.0
2024-10-24T02:28:38.9Z,0022400071,LAC,PHX,1,352.0,5.866666666666666,16.0,15.0,1.0
2024-10-24T02:28:49.1Z,0022400071,LAC,PHX,1,352.0,5.866666666666666,16.0,15.0,1.0
2024-10-24T02:32:12.2Z,0022400071,LAC,PHX,1,352.0,5.866666666666666,16.0,16.0,0.0
2024-10-24T02:32:12.2Z,0022400071,LAC,PHX,1,352.0,5.866666666666666,16.0,16.0,0.0
2024-10-24T02:32:14.2Z,0022400071,LAC,PHX,1,350.0,5.833333333333333,16.0,16.0,0.0
2024-10-24T02:32:44.5Z,0022400071,LAC,PHX,1,334.0,5.566666666666666,18.0,16.0,2.0
2024-10-24T02:33:02.6Z,0022400071,LAC,PHX,1,320.0,5.333333333333333,18.0,16.0,2.0
2024-10-24T02:33:32.3Z,0022400071,LAC,PHX,1,320.0,5.333333333333333,18.0,17.0,1.0
2024-10-24T02:33:34.1Z,0022400071,LAC,PHX,1,320.0,5.333333333333333,18.0,17.0,1.0
2024-10-24T02:33:34.1Z,0022400071,LAC,PHX,1,320.0,5.333333333333333,18.0,17.0,1.0
2024-10-24T02:33:34.1Z,0022400071,LAC,PHX,1,320.0,5.333333333333333,18.0,17.0,1.0
2024-10-24T02:33:34.1Z,0022400071,LAC,PHX,1,320.0,5.333333333333333,18.0,17.0,1.0
