timestamp,game_id,home_team,away_team,quarter,time_remaining_quarter_seconds,time_remaining_minutes,score_home,score_away,score_diff
2024-10-24T00:13:55.3Z,0022400068,HOU,CHA,1,720.0,12.0,0.0,0.0,0.0
2024-10-24T00:13:57.5Z,0022400068,HOU,CHA,1,717.0,11.95,0.0,0.0,0.0
2024-10-24T00:14:12.9Z,0022400068,HOU,CHA,1,702.0,11.7,0.0,0.0,0.0
2024-10-24T00:14:14.9Z,0022400068,HOU,CHA,1,700.0,11.666666666666666,0.0,0.0,0.0
2024-10-24T00:14:29.3Z,0022400068,HOU,CHA,1,686.0,11.433333333333334,0.0,0.0,0.0
2024-10-24T00:14:59.8Z,0022400068,HOU,CHA,1,686.0,11.433333333333334,0.0,0.0,0.0
2024-10-24T00:14:59.8Z,0022400068,HOU,CHA,1,686.0,11.433333333333334,0.0,0.0,0.0
2024-10-24T00:14:59.8Z,0022400068,HOU,CHA,1,686.0,11.433333333333334,0.0,0.0,0.0
2024-10-24T00:14:59.8Z,0022400068,HOU,CHA,1,686.0,11.433333333333334,0.0,0.0,0.0
2024-10-24T00:15:29.7Z,0022400068,HOU,CHA,1,673.0,11.216666666666667,0.0,0.0,0.0
2024-10-24T00:15:29.7Z,0022400068,HOU,CHA,1,673.0,11.216666666666667,0.0,0.0,0.0
2024-10-24T00:15:30.7Z,0022400068,HOU,CHA,1,672.0,11.2,0.0,0.0,0.0
2024-10-24T00:15:36.4Z,0022400068,HOU,CHA,1,667.0,11.116666666666667,0.0,0.0,0.0
2024-10-24T00:15:36.4Z,0022400068,HOU,CHA,1,667.0,11.116666666666667,0.0,0.0,0.0
2024-10-24T00:15:44.2Z,0022400068,HOU,CHA,1,659.0,10.983333333333333,0.0,0.0,0.0
2024-10-24T00:15:44.2Z,0022400068,HOU,CHA,1,659.0,10.983333333333333,0.0,0.0,0.0
2024-10-24T00:15:53.4Z,0022400068,HOU,CHA,1,650.0,10.833333333333334,0.0,0.0,0.0
2024-10-24T00:15:54.4Z,0022400068,HOU,CHA,1,649.0,10.816666666666666,0.0,0.0,0.0
2024-10-24T00:16:01.2Z,0022400068,HOU,CHA,1,642.0,10.7,0.0,0.0,0.0
2024-10-24T00:16:03.2Z,0022400068,HOU,CHA,1,640.0,10.666666666666666,0.0,0.0,0.0
2024-10-24T00:16:15.4Z,0022400068,HOU,CHA,1,628.0,10.466666666666667,0.0,0.0,0.0
2024-10-24T00:16:15.4Z,0022400068,HOU,CHA,1,628.0,10.466666666666667,0.0,0.0,0.0
2024-10-24T00:16:22.0Z,0022400068,HOU,CHA,1,621.0,10.35,0.0,3.0,3.0
2024-10-24T00:16:44.6Z,0022400068,HOU,CHA,1,599.0,9.983333333333333,0.0,3.0,3.0
2024-10-24T00:16:44.6Z,0022400068,HOU,CHA,1,599.0,9.983333333333333,0.0,3.0,3.0
2024-10-24T00:16:47.6Z,0022400068,HOU,CHA,1,596.0,9.933333333333334,0.0,3.0,3.0
2024-10-24T00:16:49.2Z,0022400068,HOU,CHA,1,594.0,9.9,2.0,3.0,1.0
2024-10-24T00:17:11.2Z,0022400068,HOU,CHA,1,572.0,9.533333333333333,2.0,3.0,1.0
2024-10-24T00:17:12.2Z,0022400068,HOU,CHA,1,571.0,9.516666666666667,2.0,3.0,1.0
2024-10-24T00:17:20.5Z,0022400068,HOU,CHA,1,564.0,9.4,2.0,3.0,1.0
2024-10-24T00:17:46.0Z,0022400068,HOU,CHA,1,564.0,9.4,3.0,3.0,0.0
2024-10-24T00:18:03.3Z,0022400068,HOU,CHA,1,564.0,9.4,4.0,3.0,1.0
2024-10-24T00:18:25.1Z,0022400068,HOU,CHA,1,546.0,9.1,4.0,3.0,1.0
2024-10-24T00:18:43.6Z,0022400068,HOU,CHA,1,534.0,8.9,4.0,3.0,1.0
2024-10-24T00:18:45.4Z,0022400068,HOU,CHA,1,532.0,8.866666666666667,4.0,3.0,1.0
2024-10-24T00:18:46.4Z,0022400068,HOU,CHA,1,532.0,8.866666666666667,4.0,3.0,1.0
2024-10-24T00:18:50.4Z,0022400068,HOU,CHA,1,528.0,8.8,4.0,3.0,1.0
2024-10-24T00:18:49.2Z,0022400068,HOU,CHA,1,528.0,8.8,4.0,3.0,1.0
2024-10-24T00:18:49.8Z,0022400068,HOU,CHA,1,528.0,8.8,4.0,3.0,1.0
2024-10-24T00:18:57.2Z,0022400068,HOU,CHA,1,520.0,8.666666666666666,4.0,6.0,2.0
2024-10-24T00:19:08.7Z,0022400068,HOU,CHA,1,510.0,8.5,4.0,6.0,2.0
2024-10-24T00:19:10.7Z,0022400068,HOU,CHA,1,508.0,8.466666666666667,4.0,6.0,2.0
2024-10-24T00:19:26.2Z,0022400068,HOU,CHA,1,492.0,8.2,4.0,6.0,2.0
2024-10-24T00:19:27.2Z,0022400068,HOU,CHA,1,491.0,8.183333333333334,4.0,6.0,2.0
2024-10-24T00:19:37.6Z,0022400068,HOU,CHA,1,481.0,8.016666666666667,4.0,6.0,2.0
2024-10-24T00:19:37.6Z,0022400068,HOU,CHA,1,481.0,8.016666666666667,4.0,6.0,2.0
2024-10-24T00:19:38.6Z,0022400068,HOU,CHA,1,480.0,8.0,4.0,6.0,2.0
2024-10-24T00:19:41.6Z,0022400068,HOU,CHA,1,479.0,7.983333333333333,6.0,6.0,0.0
2024-10-24T00:19:45.1Z,0022400068,HOU,CHA,1,479.0,7.983333333333333,6.0,6.0,0.0
2024-10-24T00:20:00.4Z,0022400068,HOU,CHA,1,479.0,7.983333333333333,6.0,6.0,0.0
2024-10-24T00:20:00.4Z,0022400068,HOU,CHA,1,479.0,7.983333333333333,6.0,6.0,0.0
