GAME_ID,GAME_DATE,HOME_TEAM_ABBREV,AWAY_TEAM_ABBREV,SEASON_TYPE
0022400512,2025-01-08,PHI,WAS,Regular Season
0022400513,2025-01-08,BKN,DET,Regular Season
0022400514,2025-01-08,NOP,POR,Regular Season
0022400515,2025-01-08,DEN,LAC,Regular Season
0022400516,2025-01-08,MIL,SAS,Regular Season
0022400517,2025-01-09,CLE,TOR,Regular Season
0022400518,2025-01-09,DET,GSW,Regular Season
0022400519,2025-01-09,ORL,MIN,Regular Season
0022400520,2025-01-09,MEM,HOU,Regular Season
0022400521,2025-01-09,DAL,POR,Regular Season
0022400522,2025-01-09,PHX,ATL,Regular Season
0022400523,2025-01-09,UTA,MIA,Regular Season
0022400525,2025-01-10,IND,GSW,Regular Season
0022400526,2025-01-10,ORL,MIL,Regular Season
0022400527,2025-01-10,PHI,NOP,Regular Season
0022400528,2025-01-10,BOS,SAC,Regular Season
0022400529,2025-01-10,NYK,OKC,Regular Season
0022400530,2025-01-10,CHI,WAS,Regular Season
0022400531,2025-01-10,DEN,BKN,Regular Season
0022400533,2025-01-11,PHX,UTA,Regular Season
0022400534,2025-01-11,DET,TOR,Regular Season
0022400535,2025-01-11,MIN,MEM,Regular Season
0022400536,2025-01-11,POR,MIA,Regular Season
0022400539,2025-01-12,NYK,MIL,Regular Season
0022400540,2025-01-12,DAL,DEN,Regular Season
0022400541,2025-01-12,CHI,SAC,Regular Season
0022400542,2025-01-12,BOS,NOP,Regular Season
0022400543,2025-01-12,CLE,IND,Regular Season
0022400544,2025-01-12,ORL,PHI,Regular Season
0022400545,2025-01-12,WAS,OKC,Regular Season
0022400546,2025-01-12,UTA,BKN,Regular Season
0022400547,2025-01-12,PHX,CHA,Regular Season
0022400548,2025-01-13,WAS,MIN,Regular Season
0022400549,2025-01-13,NYK,DET,Regular Season
0022400550,2025-01-13,TOR,GSW,Regular Season
0022400551,2025-01-13,HOU,MEM,Regular Season
0022400552,2025-01-13,LAL,SAS,Regular Season
0022400553,2025-01-13,LAC,MIA,Regular Season
0022400554,2025-01-14,IND,CLE,Regular Season
0022400555,2025-01-14,PHI,OKC,Regular Season
0022400556,2025-01-14,ATL,PHX,Regular Season
0022400557,2025-01-14,CHI,NOP,Regular Season
0022400558,2025-01-14,MIL,SAC,Regular Season
0022400559,2025-01-14,DAL,DEN,Regular Season
0022400560,2025-01-14,POR,BKN,Regular Season
0022400561,2025-01-15,PHI,NYK,Regular Season
0022400562,2025-01-15,TOR,BOS,Regular Season
0022400563,2025-01-15,CHI,ATL,Regular Season
0022400564,2025-01-15,MIL,ORL,Regular Season
0022400565,2025-01-15,MIN,GSW,Regular Season
0022400566,2025-01-15,NOP,DAL,Regular Season
0022400567,2025-01-15,SAS,MEM,Regular Season
0022400568,2025-01-15,DEN,HOU,Regular Season
0022400569,2025-01-15,UTA,CHA,Regular Season
0022400570,2025-01-15,LAL,MIA,Regular Season
0022400571,2025-01-15,LAC,BKN,Regular Season
0022400572,2025-01-16,DET,IND,Regular Season
0022400573,2025-01-16,WAS,PHX,Regular Season
0022400574,2025-01-16,OKC,CLE,Regular Season
0022400575,2025-01-16,POR,LAC,Regular Season
0022400576,2025-01-16,SAC,HOU,Regular Season
0022400577,2025-01-17,BOS,ORL,Regular Season
0022400578,2025-01-17,NYK,MIN,Regular Season
0022400579,2025-01-17,MIA,DEN,Regular Season
0022400580,2025-01-17,MIL,TOR,Regular Season
0022400581,2025-01-17,NOP,UTA,Regular Season
0022400582,2025-01-17,SAS,MEM,Regular Season
0022400583,2025-01-17,DAL,OKC,Regular Season
0022400584,2025-01-17,CHI,CHA,Regular Season
0022400585,2025-01-17,LAL,BKN,Regular Season
0022400586,2025-01-18,DET,PHX,Regular Season
0022400587,2025-01-18,BOS,ATL,Regular Season
0022400588,2025-01-18,IND,PHI,Regular Season
0022400589,2025-01-18,GSW,WAS,Regular Season
0022400590,2025-01-18,MIN,CLE,Regular Season
0022400591,2025-01-18,POR,HOU,Regular Season
0022400592,2025-01-19,MIA,SAS,Regular Season
0022400593,2025-01-19,ORL,DEN,Regular Season
0022400594,2025-01-19,MIL,PHI,Regular Season
0022400595,2025-01-19,OKC,BKN,Regular Season
0022400596,2025-01-19,LAC,LAL,Regular Season
0022400597,2025-01-19,POR,CHI,Regular Season
0022400598,2025-01-19,SAC,WAS,Regular Season
0022400599,2025-01-20,CHA,DAL,Regular Season
0022400600,2025-01-20,HOU,DET,Regular Season
0022400601,2025-01-20,MEM,MIN,Regular Season
0022400602,2025-01-20,NYK,ATL,Regular Season
0022400603,2025-01-20,CLE,PHX,Regular Season
0022400604,2025-01-20,GSW,BOS,Regular Season
0022400605,2025-01-20,NOP,UTA,Regular Season
0022400611,2025-01-20,LAC,CHI,Regular Season
0022400606,2025-01-21,BKN,NYK,Regular Season
0022400607,2025-01-21,MIA,POR,Regular Season
0022400608,2025-01-21,TOR,ORL,Regular Season
0022400609,2025-01-21,DEN,PHI,Regular Season
0022400610,2025-01-21,LAL,WAS,Regular Season
0022400612,2025-01-22,ATL,DET,Regular Season
0022400613,2025-01-22,BKN,PHX,Regular Season
0022400614,2025-01-22,DAL,MIN,Regular Season
0022400615,2025-01-22,HOU,CLE,Regular Season
0022400616,2025-01-22,MEM,CHA,Regular Season
0022400618,2025-01-22,OKC,UTA,Regular Season
0022400619,2025-01-22,SAC,GSW,Regular Season
0022400620,2025-01-22,LAC,BOS,Regular Season
0022400622,2025-01-23,ORL,POR,Regular Season
0022400623,2025-01-23,ATL,TOR,Regular Season
0022400624,2025-01-23,MIL,MIA,Regular Season
0022400625,2025-01-23,OKC,DAL,Regular Season
0022400626,2025-01-23,DEN,SAC,Regular Season
0022400628,2025-01-23,GSW,CHI,Regular Season
0022400629,2025-01-23,LAL,BOS,Regular Season
0022400983,2025-01-23,LAC,WAS,Regular Season
0022400630,2025-01-24,CHA,POR,Regular Season
0022400631,2025-01-24,PHI,CLE,Regular Season
0022400632,2025-01-24,MEM,NOP,Regular Season
0022400634,2025-01-25,MIN,DEN,Regular Season
0022400635,2025-01-25,DAL,BOS,Regular Season
0022400636,2025-01-25,BKN,MIA,Regular Season
0022400637,2025-01-25,CHA,NOP,Regular Season
0022400638,2025-01-25,ORL,DET,Regular Season
0022400639,2025-01-25,ATL,TOR,Regular Season
0022400640,2025-01-25,CLE,HOU,Regular Season
0022400641,2025-01-25,NYK,SAC,Regular Season
0022400642,2025-01-25,CHI,PHI,Regular Season
0022400643,2025-01-25,MEM,UTA,Regular Season
0022400644,2025-01-25,GSW,LAL,Regular Season
0022400645,2025-01-25,PHX,WAS,Regular Season
0022400646,2025-01-25,LAC,MIL,Regular Season
0022400647,2025-01-26,POR,OKC,Regular Season
0022400648,2025-01-27,CHA,LAL,Regular Season
0022400649,2025-01-27,CLE,DET,Regular Season
0022400650,2025-01-27,BOS,HOU,Regular Season
0022400651,2025-01-27,BKN,SAC,Regular Season
0022400652,2025-01-27,MIA,ORL,Regular Season
0022400653,2025-01-27,NYK,MEM,Regular Season
0022400654,2025-01-27,TOR,NOP,Regular Season
0022400655,2025-01-27,CHI,DEN,Regular Season
0022400656,2025-01-27,MIN,ATL,Regular Season
0022400657,2025-01-27,DAL,WAS,Regular Season
0022400658,2025-01-27,UTA,MIL,Regular Season
0022400659,2025-01-27,PHX,LAC,Regular Season
0022400532,2025-01-28,ATL,HOU,Regular Season
0022400660,2025-01-28,PHI,LAL,Regular Season
0022400661,2025-01-28,GSW,UTA,Regular Season
0022400662,2025-01-28,POR,MIL,Regular Season
0022400663,2025-01-29,CHA,BKN,Regular Season
0022400664,2025-01-29,IND,DET,Regular Season
0022400665,2025-01-29,WAS,TOR,Regular Season
0022400666,2025-01-29,BOS,CHI,Regular Season
0022400667,2025-01-29,MIA,CLE,Regular Season
0022400668,2025-01-29,NYK,DEN,Regular Season
0022400669,2025-01-29,PHI,SAC,Regular Season
0022400670,2025-01-29,NOP,DAL,Regular Season
0022400671,2025-01-29,SAS,LAC,Regular Season
0022400672,2025-01-29,PHX,MIN,Regular Season
0022400673,2025-01-29,GSW,OKC,Regular Season
0022400674,2025-01-30,WAS,LAL,Regular Season
0022400675,2025-01-30,CLE,ATL,Regular Season
0022400676,2025-01-30,MEM,HOU,Regular Season
0022400677,2025-01-30,UTA,MIN,Regular Season
0022400678,2025-01-30,POR,ORL,Regular Season
0022400679,2025-01-31,CHA,LAC,Regular Season
0022400680,2025-01-31,DET,DAL,Regular Season
0022400681,2025-01-31,PHI,DEN,Regular Season
0022400682,2025-01-31,TOR,CHI,Regular Season
0022400683,2025-01-31,NOP,BOS,Regular Season
0022400684,2025-01-31,SAS,MIL,Regular Season
0022400685,2025-01-31,GSW,PHX,Regular Season
0022400686,2025-02-01,IND,ATL,Regular Season
0022400687,2025-02-01,UTA,ORL,Regular Season
0022400688,2025-02-01,CHA,DEN,Regular Season
0022400689,2025-02-01,HOU,BKN,Regular Season
0022400690,2025-02-01,MIN,WAS,Regular Season
0022400691,2025-02-01,OKC,SAC,Regular Season
0022400692,2025-02-01,NYK,LAL,Regular Season
0022400693,2025-02-01,SAS,MIA,Regular Season
0022400694,2025-02-01,POR,PHX,Regular Season
0022400695,2025-02-02,DET,CHI,Regular Season
0022400696,2025-02-02,CLE,DAL,Regular Season
0022400697,2025-02-02,TOR,LAC,Regular Season
0022400698,2025-02-02,PHI,BOS,Regular Season
0022400699,2025-02-02,MIL,MEM,Regular Season
0022400700,2025-02-03,CHA,WAS,Regular Season
0022400701,2025-02-03,DET,ATL,Regular Season
0022400702,2025-02-03,NYK,HOU,Regular Season
0022400703,2025-02-03,MEM,SAS,Regular Season
0022400704,2025-02-03,MIN,SAC,Regular Season
0022400705,2025-02-03,OKC,MIL,Regular Season
0022400706,2025-02-03,DEN,NOP,Regular Season
0022400707,2025-02-03,UTA,IND,Regular Season
0022400708,2025-02-03,GSW,ORL,Regular Season
0022400709,2025-02-03,POR,PHX,Regular Season
0022400710,2025-02-04,CLE,BOS,Regular Season
0022400711,2025-02-04,BKN,HOU,Regular Season
0022400712,2025-02-04,PHI,DAL,Regular Season
0022400713,2025-02-04,TOR,NYK,Regular Season
0022400714,2025-02-04,CHI,MIA,Regular Season
0022400715,2025-02-04,LAC,LAL,Regular Season
0022400716,2025-02-04,POR,IND,Regular Season
0022400717,2025-02-05,CHA,MIL,Regular Season
0022400718,2025-02-05,DET,CLE,Regular Season
0022400719,2025-02-05,ATL,SAS,Regular Season
0022400720,2025-02-05,BKN,WAS,Regular Season
0022400721,2025-02-05,PHI,MIA,Regular Season
0022400722,2025-02-05,TOR,MEM,Regular Season
0022400723,2025-02-05,MIN,CHI,Regular Season
0022400724,2025-02-05,OKC,PHX,Regular Season
0022400725,2025-02-05,UTA,GSW,Regular Season
0022400726,2025-02-05,DEN,NOP,Regular Season
0022400727,2025-02-05,SAC,ORL,Regular Season
0022400728,2025-02-06,BOS,DAL,Regular Season
0022400729,2025-02-06,MIN,HOU,Regular Season
0022400730,2025-02-06,DEN,ORL,Regular Season
0022400731,2025-02-06,LAL,GSW,Regular Season
0022400732,2025-02-06,POR,SAC,Regular Season
0022400733,2025-02-06,LAC,IND,Regular Season
0022400734,2025-02-07,CHA,SAS,Regular Season
0022400735,2025-02-07,WAS,CLE,Regular Season
0022400736,2025-02-07,ATL,MIL,Regular Season
0022400737,2025-02-07,BKN,MIA,Regular Season
0022400738,2025-02-07,DET,PHI,Regular Season
0022400739,2025-02-07,OKC,TOR,Regular Season
0022400740,2025-02-07,PHX,UTA,Regular Season
0022400741,2025-02-08,DAL,HOU,Regular Season
0022400742,2025-02-08,LAL,IND,Regular Season
0022400743,2025-02-08,ORL,SAS,Regular Season
0022400744,2025-02-08,WAS,ATL,Regular Season
0022400745,2025-02-08,CHI,GSW,Regular Season
0022400746,2025-02-08,MEM,OKC,Regular Season
0022400747,2025-02-08,MIN,POR,Regular Season
0022400748,2025-02-08,NYK,BOS,Regular Season
0022400749,2025-02-08,PHX,DEN,Regular Season
0022400750,2025-02-08,SAC,NOP,Regular Season
0022400751,2025-02-08,LAC,UTA,Regular Season
0022400752,2025-02-09,DET,CHA,Regular Season
0022400753,2025-02-09,HOU,TOR,Regular Season
0022400754,2025-02-09,MIL,PHI,Regular Season
0022400755,2025-02-10,CLE,MIN,Regular Season
0022400756,2025-02-10,ORL,ATL,Regular Season
0022400757,2025-02-10,WAS,SAS,Regular Season
0022400758,2025-02-10,BKN,CHA,Regular Season
0022400759,2025-02-10,MIA,BOS,Regular Season
0022400760,2025-02-10,MIL,GSW,Regular Season
0022400761,2025-02-10,OKC,NOP,Regular Season
0022400762,2025-02-10,DAL,SAC,Regular Season
0022400763,2025-02-10,DEN,POR,Regular Season
0022400768,2025-02-10,LAL,UTA,Regular Season
0022400764,2025-02-11,PHI,TOR,Regular Season
0022400765,2025-02-11,IND,NYK,Regular Season
0022400766,2025-02-11,CHI,DET,Regular Season
0022400767,2025-02-11,PHX,MEM,Regular Season
0022400769,2025-02-12,BOS,SAS,Regular Season
0022400770,2025-02-12,ORL,CHA,Regular Season
0022400771,2025-02-12,WAS,IND,Regular Season
0022400772,2025-02-12,BKN,PHI,Regular Season
0022400773,2025-02-12,NYK,ATL,Regular Season
0022400774,2025-02-12,TOR,CLE,Regular Season
0022400775,2025-02-12,CHI,DET,Regular Season
0022400776,2025-02-12,MIN,MIL,Regular Season
0022400777,2025-02-12,NOP,SAC,Regular Season
0022400778,2025-02-12,OKC,MIA,Regular Season
0022400779,2025-02-12,HOU,PHX,Regular Season
0022400780,2025-02-12,DEN,POR,Regular Season
0022400781,2025-02-12,UTA,LAL,Regular Season
0022400782,2025-02-12,DAL,GSW,Regular Season
0022400783,2025-02-12,LAC,MEM,Regular Season
0022400784,2025-02-13,HOU,GSW,Regular Season
0022400785,2025-02-13,NOP,SAC,Regular Season
0022400786,2025-02-13,DAL,MIA,Regular Season
0022400787,2025-02-13,MIN,OKC,Regular Season
0022401004,2025-02-13,UTA,LAC,Regular Season
0022400524,2025-02-19,LAL,CHA,Regular Season
0022400788,2025-02-20,IND,MEM,Regular Season
0022400789,2025-02-20,PHI,BOS,Regular Season
0022400790,2025-02-20,ATL,ORL,Regular Season
0022400791,2025-02-20,BKN,CLE,Regular Season
0022400792,2025-02-20,NYK,CHI,Regular Season
0022400793,2025-02-20,MIL,LAC,Regular Season
0022400794,2025-02-20,DEN,CHA,Regular Season
0022400795,2025-02-20,SAS,PHX,Regular Season
0022400796,2025-02-20,POR,LAL,Regular Season
0022400797,2025-02-21,CLE,NYK,Regular Season
0022400798,2025-02-21,ORL,MEM,Regular Season
0022400799,2025-02-21,WAS,MIL,Regular Season
0022400800,2025-02-21,TOR,MIA,Regular Season
0022400801,2025-02-21,HOU,MIN,Regular Season
0022400802,2025-02-21,SAS,DET,Regular Season
0022400803,2025-02-21,DAL,NOP,Regular Season
0022400804,2025-02-21,UTA,OKC,Regular Season
0022400805,2025-02-21,SAC,GSW,Regular Season
0022400806,2025-02-22,CHI,PHX,Regular Season
0022400807,2025-02-22,PHI,BKN,Regular Season
0022400808,2025-02-22,DEN,LAL,Regular Season
0022400809,2025-02-22,UTA,HOU,Regular Season
0022400810,2025-02-22,POR,CHA,Regular Season
0022400811,2025-02-23,BOS,NYK,Regular Season
0022400812,2025-02-23,GSW,DAL,Regular Season
0022400813,2025-02-23,IND,LAC,Regular Season
0022400814,2025-02-23,ATL,DET,Regular Season
0022400815,2025-02-23,ORL,WAS,Regular Season
0022400816,2025-02-23,TOR,PHX,Regular Season
0022400817,2025-02-23,MIL,MIA,Regular Season
0022400818,2025-02-23,NOP,SAS,Regular Season
0022400819,2025-02-23,CLE,MEM,Regular Season
0022400820,2025-02-23,MIN,OKC,Regular Season
0022400821,2025-02-24,DET,LAC,Regular Season
0022400822,2025-02-24,IND,DEN,Regular Season
0022400823,2025-02-24,PHI,CHI,Regular Season
0022400824,2025-02-24,WAS,BKN,Regular Season
0022400825,2025-02-24,ATL,MIA,Regular Season
0022400826,2025-02-24,OKC,MIN,Regular Season
0022400827,2025-02-24,UTA,POR,Regular Season
0022400828,2025-02-24,SAC,CHA,Regular Season
0022400829,2025-02-25,TOR,BOS,Regular Season
0022400830,2025-02-25,ORL,CLE,Regular Season
0022400831,2025-02-25,HOU,MIL,Regular Season
0022400832,2025-02-25,MEM,PHX,Regular Season
0022400833,2025-02-25,NOP,SAS,Regular Season
0022400834,2025-02-25,GSW,CHA,Regular Season
0022400835,2025-02-25,LAL,DAL,Regular Season
0022400836,2025-02-26,DET,BOS,Regular Season
0022400837,2025-02-26,IND,TOR,Regular Season
0022400838,2025-02-26,NYK,PHI,Regular Season
0022400839,2025-02-26,WAS,POR,Regular Season
0022400840,2025-02-26,BKN,OKC,Regular Season
0022400841,2025-02-26,MIA,ATL,Regular Season
0022400842,2025-02-26,CHI,LAC,Regular Season
0022400843,2025-02-26,UTA,SAC,Regular Season
0022400844,2025-02-26,HOU,SAS,Regular Season
0022400845,2025-02-27,ORL,GSW,Regular Season
0022400846,2025-02-27,MIL,DEN,Regular Season
0022400847,2025-02-27,DAL,CHA,Regular Season
0022400848,2025-02-27,PHX,NOP,Regular Season
0022400849,2025-02-27,LAL,MIN,Regular Season
0022400850,2025-02-28,DET,DEN,Regular Season
0022400851,2025-02-28,ATL,OKC,Regular Season
0022400852,2025-02-28,BOS,CLE,Regular Season
0022400853,2025-02-28,BKN,POR,Regular Season
0022400854,2025-02-28,MIA,IND,Regular Season
0022400855,2025-02-28,CHI,TOR,Regular Season
0022400856,2025-02-28,MEM,NYK,Regular Season
0022400857,2025-02-28,PHX,NOP,Regular Season
0022400858,2025-02-28,UTA,MIN,Regular Season
0022400859,2025-02-28,LAL,LAC,Regular Season
0022400860,2025-03-01,CHA,WAS,Regular Season
0022400861,2025-03-01,DET,BKN,Regular Season
0022400862,2025-03-01,HOU,SAC,Regular Season
0022400863,2025-03-01,MEM,SAS,Regular Season
0022400864,2025-03-01,PHI,GSW,Regular Season
0022400865,2025-03-01,DAL,MIL,Regular Season
0022400866,2025-03-02,BOS,DEN,Regular Season
0022400867,2025-03-02,CLE,POR,Regular Season
0022400868,2025-03-02,IND,CHI,Regular Season
0022400869,2025-03-02,MIA,NYK,Regular Season
0022400870,2025-03-02,ORL,TOR,Regular Season
0022400871,2025-03-02,SAS,OKC,Regular Season
0022400872,2025-03-02,UTA,NOP,Regular Season
0022400873,2025-03-02,PHX,MIN,Regular Season
0022400874,2025-03-02,LAL,LAC,Regular Season
0022400875,2025-03-03,CHA,GSW,Regular Season
0022400876,2025-03-03,PHI,POR,Regular Season
0022400877,2025-03-03,MIA,WAS,Regular Season
0022400878,2025-03-03,MEM,ATL,Regular Season
0022400879,2025-03-03,OKC,HOU,Regular Season
0022400880,2025-03-03,DAL,SAC,Regular Season
0022400881,2025-03-03,UTA,DET,Regular Season
0022400882,2025-03-04,IND,HOU,Regular Season
0022400883,2025-03-04,ORL,TOR,Regular Season
0022400884,2025-03-04,ATL,MIL,Regular Season
0022400885,2025-03-04,NYK,GSW,Regular Season
0022400886,2025-03-04,CHI,CLE,Regular Season
0022400887,2025-03-04,MIN,PHI,Regular Season
0022400888,2025-03-04,SAS,BKN,Regular Season
0022400889,2025-03-04,PHX,LAC,Regular Season
0022400890,2025-03-04,LAL,NOP,Regular Season
0022400891,2025-03-05,BOS,POR,Regular Season
0022400892,2025-03-05,CHA,MIN,Regular Season
0022400893,2025-03-05,CLE,MIA,Regular Season
0022400894,2025-03-05,WAS,UTA,Regular Season
0022400895,2025-03-05,MEM,OKC,Regular Season
0022400896,2025-03-05,DEN,SAC,Regular Season
0022400897,2025-03-05,MIL,DAL,Regular Season
0022400898,2025-03-05,LAC,DET,Regular Season
0022400899,2025-03-06,ATL,IND,Regular Season
0022400900,2025-03-06,BOS,PHI,Regular Season
0022400901,2025-03-06,BKN,GSW,Regular Season
0022400902,2025-03-06,NOP,HOU,Regular Season
0022400903,2025-03-06,LAL,NYK,Regular Season
0022400944,2025-03-06,ORL,CHI,Regular Season
0022400904,2025-03-07,CHA,CLE,Regular Season
0022400905,2025-03-07,TOR,UTA,Regular Season
0022400906,2025-03-07,DAL,MEM,Regular Season
0022400907,2025-03-07,MIA,MIN,Regular Season
0022400908,2025-03-07,OKC,POR,Regular Season
0022400909,2025-03-07,DEN,PHX,Regular Season
0022400910,2025-03-07,SAC,SAS,Regular Season
0022400911,2025-03-07,LAC,NYK,Regular Season
0022400912,2025-03-08,CHA,BKN,Regular Season
0022400913,2025-03-08,HOU,NOP,Regular Season
0022400914,2025-03-08,ATL,IND,Regular Season
0022400915,2025-03-08,TOR,WAS,Regular Season
0022400916,2025-03-08,MIA,CHI,Regular Season
0022400917,2025-03-08,MIL,ORL,Regular Season
0022400918,2025-03-08,BOS,LAL,Regular Season
0022400919,2025-03-08,GSW,DET,Regular Season
0022400920,2025-03-09,OKC,DEN,Regular Season
0022400921,2025-03-09,DAL,PHX,Regular Season
0022400922,2025-03-09,MIL,CLE,Regular Season
0022400923,2025-03-09,NOP,MEM,Regular Season
0022400924,2025-03-09,PHI,UTA,Regular Season
0022400925,2025-03-09,MIN,SAS,Regular Season
0022400926,2025-03-09,POR,DET,Regular Season
0022400927,2025-03-09,LAC,SAC,Regular Season
0022400928,2025-03-10,ATL,PHI,Regular Season
0022400929,2025-03-10,BOS,UTA,Regular Season
0022400930,2025-03-10,BKN,LAL,Regular Season
0022400931,2025-03-10,MIA,CHA,Regular Season
0022400932,2025-03-10,TOR,WAS,Regular Season
0022400933,2025-03-10,CHI,IND,Regular Season
0022400934,2025-03-10,HOU,ORL,Regular Season
0022400935,2025-03-10,MEM,PHX,Regular Season
0022400936,2025-03-10,OKC,DEN,Regular Season
0022400937,2025-03-10,SAS,DAL,Regular Season
0022400938,2025-03-10,GSW,POR,Regular Season
0022400939,2025-03-10,SAC,NYK,Regular Season
0022400940,2025-03-11,CLE,BKN,Regular Season
0022400941,2025-03-11,DET,WAS,Regular Season
0022400942,2025-03-11,IND,MIL,Regular Season
0022400943,2025-03-11,NOP,LAC,Regular Season
0022400945,2025-03-12,ATL,CHA,Regular Season
0022400946,2025-03-12,BOS,OKC,Regular Season
0022400947,2025-03-12,TOR,PHI,Regular Season
0022400948,2025-03-12,MIA,LAC,Regular Season
0022400949,2025-03-12,HOU,PHX,Regular Season
0022400950,2025-03-12,MEM,UTA,Regular Season
0022400951,2025-03-12,SAS,DAL,Regular Season
0022400952,2025-03-12,DEN,MIN,Regular Season
0022400953,2025-03-12,POR,NYK,Regular Season
0022400954,2025-03-13,DET,WAS,Regular Season
0022400955,2025-03-13,MIL,LAL,Regular Season
0022400956,2025-03-13,CHI,BKN,Regular Season
0022400957,2025-03-13,GSW,SAC,Regular Season
0022401141,2025-03-13,NOP,ORL,Regular Season
0022400958,2025-03-14,MIA,BOS,Regular Season
0022400959,2025-03-14,PHI,IND,Regular Season
0022400960,2025-03-14,ATL,LAC,Regular Season
0022400961,2025-03-14,HOU,DAL,Regular Season
0022400962,2025-03-14,MEM,CLE,Regular Season
0022400963,2025-03-14,MIN,ORL,Regular Season
0022400964,2025-03-14,SAS,CHA,Regular Season
0022400965,2025-03-14,DEN,LAL,Regular Season
0022400966,2025-03-14,UTA,TOR,Regular Season
0022400967,2025-03-14,PHX,SAC,Regular Season
0022400968,2025-03-15,BKN,BOS,Regular Season
0022400969,2025-03-15,DET,OKC,Regular Season
0022400970,2025-03-15,HOU,CHI,Regular Season
0022400971,2025-03-15,MEM,MIA,Regular Season
0022400972,2025-03-15,MIL,IND,Regular Season
0022400973,2025-03-15,SAS,NOP,Regular Season
0022400974,2025-03-15,GSW,NYK,Regular Season
0022400975,2025-03-15,DEN,WAS,Regular Season
0022400538,2025-03-16,LAC,CHA,Regular Season
0022400976,2025-03-16,DAL,PHI,Regular Season
0022400977,2025-03-16,LAL,PHX,Regular Season
0022400978,2025-03-16,BKN,ATL,Regular Season
0022400979,2025-03-16,CLE,ORL,Regular Season
0022400980,2025-03-16,POR,TOR,Regular Season
0022400981,2025-03-16,MIN,UTA,Regular Season
0022400982,2025-03-16,MIL,OKC,Regular Season
0022400537,2025-03-17,LAL,SAS,Regular Season
0022400984,2025-03-17,NYK,MIA,Regular Season
0022400985,2025-03-17,HOU,PHI,Regular Season
0022400986,2025-03-17,MIN,IND,Regular Season
0022400987,2025-03-17,NOP,DET,Regular Season
0022400989,2025-03-17,UTA,CHI,Regular Season
0022400990,2025-03-17,GSW,DEN,Regular Season
0022400991,2025-03-17,PHX,TOR,Regular Season
0022400992,2025-03-17,SAC,MEM,Regular Season
0022400995,2025-03-17,POR,WAS,Regular Season
0022400993,2025-03-18,CHA,ATL,Regular Season
0022400994,2025-03-18,BOS,BKN,Regular Season
0022400997,2025-03-18,LAC,CLE,Regular Season
0022401012,2025-03-18,GSW,MIL,Regular Season
0022400627,2025-03-19,UTA,WAS,Regular Season
0022400998,2025-03-19,IND,DAL,Regular Season
0022400999,2025-03-19,ORL,HOU,Regular Season
0022401000,2025-03-19,MIA,DET,Regular Season
0022401001,2025-03-19,MIN,NOP,Regular Season
0022401002,2025-03-19,OKC,PHI,Regular Season
0022401003,2025-03-19,SAS,NYK,Regular Season
0022401006,2025-03-19,LAL,DEN,Regular Season
0022401007,2025-03-19,PHX,CHI,Regular Season
0022401008,2025-03-19,POR,MEM,Regular Season
0022401009,2025-03-19,SAC,CLE,Regular Season
0022400996,2025-03-20,LAL,MIL,Regular Season
0022401005,2025-03-20,GSW,TOR,Regular Season
0022401010,2025-03-20,CHA,NYK,Regular Season
0022401011,2025-03-20,IND,BKN,Regular Season
0022401013,2025-03-20,SAC,CHI,Regular Season
0022401014,2025-03-21,WAS,ORL,Regular Season
0022401015,2025-03-21,MIA,HOU,Regular Season
0022401016,2025-03-21,MIN,NOP,Regular Season
0022401017,2025-03-21,OKC,CHA,Regular Season
0022401018,2025-03-21,SAS,PHI,Regular Season
0022401019,2025-03-21,DAL,DET,Regular Season
0022401020,2025-03-21,UTA,BOS,Regular Season
0022401021,2025-03-21,PHX,CLE,Regular Season
0022401022,2025-03-21,POR,DEN,Regular Season
0022401023,2025-03-21,LAC,MEM,Regular Season
0022401024,2025-03-22,IND,BKN,Regular Season
0022401025,2025-03-22,ATL,GSW,Regular Season
0022401026,2025-03-22,NYK,WAS,Regular Season
0022401027,2025-03-22,SAC,MIL,Regular Season
0022401028,2025-03-22,LAL,CHI,Regular Season
0022401029,2025-03-23,DET,NOP,Regular Season
0022401030,2025-03-23,UTA,CLE,Regular Season
0022401031,2025-03-23,ATL,PHI,Regular Season
0022401032,2025-03-23,MIA,CHA,Regular Season
0022401033,2025-03-23,TOR,SAS,Regular Season
0022401034,2025-03-23,POR,BOS,Regular Season
0022401035,2025-03-23,HOU,DEN,Regular Season
0022401036,2025-03-23,LAC,OKC,Regular Season
0022401037,2025-03-24,IND,MIN,Regular Season
0022401038,2025-03-24,ORL,LAL,Regular Season
0022401039,2025-03-24,WAS,TOR,Regular Season
0022401040,2025-03-24,BKN,DAL,Regular Season
0022401041,2025-03-24,NOP,PHI,Regular Season
0022401042,2025-03-24,DEN,CHI,Regular Season
0022401043,2025-03-24,PHX,MIL,Regular Season
0022401044,2025-03-24,SAC,BOS,Regular Season
0022401045,2025-03-25,CHA,ORL,Regular Season
0022401046,2025-03-25,DET,SAS,Regular Season
0022401047,2025-03-25,MIA,GSW,Regular Season
0022401048,2025-03-25,NYK,DAL,Regular Season
0022401049,2025-03-25,HOU,ATL,Regular Season
0022401050,2025-03-25,UTA,MEM,Regular Season
0022401051,2025-03-25,POR,CLE,Regular Season
0022401052,2025-03-25,SAC,OKC,Regular Season
0022401053,2025-03-26,PHI,WAS,Regular Season
0022401054,2025-03-26,BKN,TOR,Regular Season
