GAME_ID,GAME_DATE,HOME_TEAM_ABBREV,AWAY_TEAM_ABBREV,SEASON_TYPE
0022400246,2024-11-18,NYK,WAS,Regular Season
0022400247,2024-11-18,TOR,IND,Regular Season
0022400248,2024-11-18,MIL,HOU,Regular Season
0022400249,2024-11-18,PHX,ORL,Regular Season
0022400250,2024-11-18,SAC,ATL,Regular Season
0022400251,2024-11-18,LAC,GSW,Regular Season
0022400021,2024-11-19,BOS,CLE,Regular Season
0022400022,2024-11-19,BKN,CHA,Regular Season
0022400023,2024-11-19,MEM,DEN,Regular Season
0022400024,2024-11-19,DAL,NOP,Regular Season
0022400025,2024-11-19,SAS,OKC,Regular Season
0022400026,2024-11-19,LAL,UTA,Regular Season
0022400252,2024-11-20,CLE,NOP,Regular Season
0022400253,2024-11-20,MIL,CHI,Regular Season
0022400254,2024-11-20,HOU,IND,Regular Season
0022400255,2024-11-20,MEM,PHI,Regular Season
0022400256,2024-11-20,OKC,POR,Regular Season
0022400257,2024-11-20,PHX,NYK,Regular Season
0022400258,2024-11-20,GSW,ATL,Regular Season
0022400259,2024-11-20,LAC,ORL,Regular Season
0022400260,2024-11-21,CHA,DET,Regular Season
0022400261,2024-11-21,TOR,MIN,Regular Season
0022400262,2024-11-21,SAS,UTA,Regular Season
0022400263,2024-11-21,LAL,ORL,Regular Season
0022400027,2024-11-22,PHI,BKN,Regular Season
0022400028,2024-11-22,WAS,BOS,Regular Season
0022400029,2024-11-22,MIL,IND,Regular Season
0022400030,2024-11-22,CHI,ATL,Regular Season
0022400031,2024-11-22,HOU,POR,Regular Season
0022400032,2024-11-22,NOP,GSW,Regular Season
0022400033,2024-11-22,DEN,DAL,Regular Season
0022400034,2024-11-22,LAC,SAC,Regular Season
0022400264,2024-11-23,UTA,NYK,Regular Season
0022400265,2024-11-23,ORL,DET,Regular Season
0022400266,2024-11-23,CHI,MEM,Regular Season
0022400267,2024-11-23,HOU,POR,Regular Season
0022400268,2024-11-23,MIL,CHA,Regular Season
0022400269,2024-11-23,SAS,GSW,Regular Season
0022400270,2024-11-23,LAL,DEN,Regular Season
0022400271,2024-11-24,BOS,MIN,Regular Season
0022400272,2024-11-24,IND,WAS,Regular Season
0022400273,2024-11-24,MIA,DAL,Regular Season
0022400274,2024-11-24,PHI,LAC,Regular Season
0022400275,2024-11-24,CLE,TOR,Regular Season
0022400276,2024-11-24,SAC,BKN,Regular Season
0022400277,2024-11-25,CHA,ORL,Regular Season
0022400278,2024-11-25,DET,TOR,Regular Season
0022400279,2024-11-25,IND,NOP,Regular Season
0022400280,2024-11-25,ATL,DAL,Regular Season
0022400281,2024-11-25,BOS,LAC,Regular Season
0022400282,2024-11-25,MEM,POR,Regular Season
0022400283,2024-11-25,DEN,NYK,Regular Season
0022400284,2024-11-25,GSW,BKN,Regular Season
0022400285,2024-11-25,SAC,OKC,Regular Season
0022400035,2024-11-26,WAS,CHI,Regular Season
0022400036,2024-11-26,MIA,MIL,Regular Season
0022400037,2024-11-26,MIN,HOU,Regular Season
0022400038,2024-11-26,UTA,SAS,Regular Season
0022400039,2024-11-26,PHX,LAL,Regular Season
0022400286,2024-11-27,CHA,MIA,Regular Season
0022400287,2024-11-27,CLE,ATL,Regular Season
0022400288,2024-11-27,IND,POR,Regular Season
0022400289,2024-11-27,ORL,CHI,Regular Season
0022400290,2024-11-27,PHI,HOU,Regular Season
0022400291,2024-11-27,WAS,LAC,Regular Season
0022400292,2024-11-27,DAL,NYK,Regular Season
0022400293,2024-11-27,MEM,DET,Regular Season
0022400294,2024-11-27,MIN,SAC,Regular Season
0022400295,2024-11-27,NOP,TOR,Regular Season
0022400296,2024-11-27,SAS,LAL,Regular Season
0022400297,2024-11-27,PHX,BKN,Regular Season
0022400298,2024-11-27,UTA,DEN,Regular Season
0022400299,2024-11-27,GSW,OKC,Regular Season
0022400040,2024-11-29,CHA,NYK,Regular Season
0022400041,2024-11-29,ATL,CLE,Regular Season
0022400042,2024-11-29,MEM,NOP,Regular Season
0022400043,2024-11-29,BKN,ORL,Regular Season
0022400044,2024-11-29,MIN,LAC,Regular Season
0022400045,2024-11-29,IND,DET,Regular Season
0022400046,2024-11-29,MIA,TOR,Regular Season
0022400047,2024-11-29,CHI,BOS,Regular Season
0022400048,2024-11-29,LAL,OKC,Regular Season
0022400049,2024-11-29,POR,SAC,Regular Season
0022400300,2024-11-30,CHA,ATL,Regular Season
0022400301,2024-11-30,DET,PHI,Regular Season
0022400302,2024-11-30,MIL,WAS,Regular Season
0022400303,2024-11-30,PHX,GSW,Regular Season
0022400304,2024-11-30,UTA,DAL,Regular Season
0022400305,2024-12-01,BKN,ORL,Regular Season
0022400306,2024-12-01,MEM,IND,Regular Season
0022400307,2024-12-01,CLE,BOS,Regular Season
0022400308,2024-12-01,NYK,NOP,Regular Season
0022400309,2024-12-01,TOR,MIA,Regular Season
0022400310,2024-12-01,HOU,OKC,Regular Season
0022400311,2024-12-01,UTA,LAL,Regular Season
0022400312,2024-12-01,POR,DAL,Regular Season
0022400313,2024-12-01,SAC,SAS,Regular Season
0022400314,2024-12-01,LAC,DEN,Regular Season
0022400315,2024-12-02,ATL,NOP,Regular Season
0022400316,2024-12-02,BOS,MIA,Regular Season
0022400317,2024-12-02,CHI,BKN,Regular Season
0022400318,2024-12-02,MIN,LAL,Regular Season
0022400050,2024-12-03,CHA,PHI,Regular Season
0022400051,2024-12-03,CLE,WAS,Regular Season
0022400052,2024-12-03,DET,MIL,Regular Season
0022400053,2024-12-03,NYK,ORL,Regular Season
0022400054,2024-12-03,TOR,IND,Regular Season
0022400055,2024-12-03,OKC,UTA,Regular Season
0022400056,2024-12-03,DAL,MEM,Regular Season
0022400057,2024-12-03,PHX,SAS,Regular Season
0022400058,2024-12-03,DEN,GSW,Regular Season
0022400059,2024-12-03,SAC,HOU,Regular Season
0022400060,2024-12-03,LAC,POR,Regular Season
0022400319,2024-12-04,BOS,DET,Regular Season
0022400320,2024-12-04,BKN,IND,Regular Season
0022400321,2024-12-04,MIA,LAL,Regular Season
0022400322,2024-12-04,PHI,ORL,Regular Season
0022400323,2024-12-04,MIL,ATL,Regular Season
0022400324,2024-12-04,LAC,MIN,Regular Season
0022400325,2024-12-05,CLE,DEN,Regular Season
0022400326,2024-12-05,WAS,DAL,Regular Season
0022400327,2024-12-05,NYK,CHA,Regular Season
0022400328,2024-12-05,TOR,OKC,Regular Season
0022400329,2024-12-05,MEM,SAC,Regular Season
0022400330,2024-12-05,NOP,PHX,Regular Season
0022400331,2024-12-05,SAS,CHI,Regular Season
0022400332,2024-12-05,GSW,HOU,Regular Season
0022400333,2024-12-06,PHI,ORL,Regular Season
0022400334,2024-12-06,ATL,LAL,Regular Season
0022400335,2024-12-06,BOS,MIL,Regular Season
0022400336,2024-12-06,CHI,IND,Regular Season
0022400337,2024-12-06,SAS,SAC,Regular Season
0022400338,2024-12-06,GSW,MIN,Regular Season
0022400339,2024-12-06,POR,UTA,Regular Season
0022400340,2024-12-07,CHA,CLE,Regular Season
0022400341,2024-12-07,WAS,DEN,Regular Season
0022400342,2024-12-07,NOP,OKC,Regular Season
0022400343,2024-12-07,NYK,DET,Regular Season
0022400344,2024-12-07,TOR,DAL,Regular Season
0022400345,2024-12-07,BOS,MEM,Regular Season
0022400346,2024-12-07,MIA,PHX,Regular Season
0022400347,2024-12-08,CHI,PHI,Regular Season
0022400348,2024-12-08,BKN,MIL,Regular Season
0022400349,2024-12-08,IND,CHA,Regular Season
0022400350,2024-12-08,ATL,DEN,Regular Season
0022400351,2024-12-08,MIA,CLE,Regular Season
0022400352,2024-12-08,ORL,PHX,Regular Season
0022400353,2024-12-08,WAS,MEM,Regular Season
0022400354,2024-12-08,SAS,NOP,Regular Season
0022400355,2024-12-08,GSW,MIN,Regular Season
0022400356,2024-12-08,LAC,HOU,Regular Season
0022400357,2024-12-08,SAC,UTA,Regular Season
0022400358,2024-12-08,LAL,POR,Regular Season
0022400359,2024-12-09,TOR,NYK,Regular Season
0022401201,2024-12-10,MIL,ORL,Regular Season
0022401203,2024-12-10,OKC,DAL,Regular Season
0022401202,2024-12-11,NYK,ATL,Regular Season
0022401204,2024-12-11,HOU,GSW,Regular Season
0022401205,2024-12-12,BOS,DET,Regular Season
0022401206,2024-12-12,MIA,TOR,Regular Season
0022401207,2024-12-12,NOP,SAC,Regular Season
0022401208,2024-12-13,CLE,WAS,Regular Season
0022401209,2024-12-13,PHI,IND,Regular Season
0022401210,2024-12-13,MIN,LAL,Regular Season
0022401211,2024-12-13,MEM,BKN,Regular Season
0022401212,2024-12-13,CHI,CHA,Regular Season
0022401213,2024-12-13,DEN,LAC,Regular Season
0022401214,2024-12-13,UTA,PHX,Regular Season
0022401215,2024-12-13,POR,SAS,Regular Season
0022401216,2024-12-15,IND,NOP,Regular Season
0022401217,2024-12-15,WAS,BOS,Regular Season
0022401218,2024-12-15,SAS,MIN,Regular Season
0022401219,2024-12-15,PHX,POR,Regular Season
0022401220,2024-12-15,LAL,MEM,Regular Season
0022401227,2024-12-15,ORL,NYK,Regular Season
0022401228,2024-12-15,GSW,DAL,Regular Season
0022401221,2024-12-16,DET,MIA,Regular Season
0022401222,2024-12-16,CHA,PHI,Regular Season
0022401223,2024-12-16,TOR,CHI,Regular Season
0022401224,2024-12-16,BKN,CLE,Regular Season
0022401225,2024-12-16,SAC,DEN,Regular Season
0022401226,2024-12-16,LAC,UTA,Regular Season
0022400360,2024-12-19,DET,UTA,Regular Season
0022400361,2024-12-19,ORL,OKC,Regular Season
0022400362,2024-12-19,WAS,CHA,Regular Season
0022400363,2024-12-19,BOS,CHI,Regular Season
0022400364,2024-12-19,TOR,BKN,Regular Season
0022400365,2024-12-19,HOU,NOP,Regular Season
0022400366,2024-12-19,MEM,GSW,Regular Season
0022400367,2024-12-19,MIN,NYK,Regular Season
0022400368,2024-12-19,DAL,LAC,Regular Season
0022400369,2024-12-19,PHX,IND,Regular Season
0022400370,2024-12-19,SAS,ATL,Regular Season
0022400371,2024-12-19,POR,DEN,Regular Season
0022400372,2024-12-19,SAC,LAL,Regular Season
0022400373,2024-12-20,PHI,CHA,Regular Season
0022400374,2024-12-20,CLE,MIL,Regular Season
0022400375,2024-12-20,MIA,OKC,Regular Season
0022400376,2024-12-21,SAC,LAL,Regular Season
0022400377,2024-12-21,ORL,MIA,Regular Season
0022400378,2024-12-21,ATL,MEM,Regular Season
0022400379,2024-12-21,BKN,UTA,Regular Season
0022400380,2024-12-21,CLE,PHI,Regular Season
0022400381,2024-12-21,CHI,BOS,Regular Season
0022400382,2024-12-21,MIL,WAS,Regular Season
0022400383,2024-12-21,MIN,GSW,Regular Season
0022400384,2024-12-21,NOP,NYK,Regular Season
0022400385,2024-12-21,DAL,LAC,Regular Season
0022400386,2024-12-21,SAS,POR,Regular Season
0022400387,2024-12-21,PHX,DET,Regular Season
0022400388,2024-12-22,TOR,HOU,Regular Season
0022400389,2024-12-22,SAC,IND,Regular Season
0022400390,2024-12-22,NOP,DEN,Regular Season
0022400391,2024-12-23,CHA,HOU,Regular Season
0022400392,2024-12-23,CLE,UTA,Regular Season
0022400393,2024-12-23,ORL,BOS,Regular Season
0022400394,2024-12-23,PHI,SAS,Regular Season
0022400395,2024-12-23,ATL,MIN,Regular Season
0022400396,2024-12-23,MIA,BKN,Regular Season
0022400397,2024-12-23,NYK,TOR,Regular Season
0022400398,2024-12-23,CHI,MIL,Regular Season
0022400399,2024-12-23,MEM,LAC,Regular Season
0022400400,2024-12-23,OKC,WAS,Regular Season
0022400401,2024-12-23,DAL,POR,Regular Season
0022400402,2024-12-23,DEN,PHX,Regular Season
0022400403,2024-12-23,GSW,IND,Regular Season
0022400404,2024-12-23,LAL,DET,Regular Season
0022400405,2024-12-25,NYK,SAS,Regular Season
0022400406,2024-12-25,DAL,MIN,Regular Season
0022400407,2024-12-25,BOS,PHI,Regular Season
0022400408,2024-12-25,GSW,LAL,Regular Season
0022400409,2024-12-25,PHX,DEN,Regular Season
0022400410,2024-12-26,IND,OKC,Regular Season
0022400411,2024-12-26,ORL,MIA,Regular Season
0022400412,2024-12-26,WAS,CHA,Regular Season
0022400413,2024-12-26,ATL,CHI,Regular Season
0022400414,2024-12-26,MEM,TOR,Regular Season
0022400415,2024-12-26,MIL,BKN,Regular Season
0022400416,2024-12-26,NOP,HOU,Regular Season
0022400417,2024-12-26,POR,UTA,Regular Season
0022400418,2024-12-26,SAC,DET,Regular Season
0022400419,2024-12-27,ORL,NYK,Regular Season
0022400420,2024-12-27,BOS,IND,Regular Season
0022400421,2024-12-27,BKN,SAS,Regular Season
0022400422,2024-12-27,HOU,MIN,Regular Season
0022400423,2024-12-27,NOP,MEM,Regular Season
0022400424,2024-12-27,DEN,CLE,Regular Season
0022400425,2024-12-27,PHX,DAL,Regular Season
0022400426,2024-12-27,LAC,GSW,Regular Season
0022400427,2024-12-28,ATL,MIA,Regular Season
0022400428,2024-12-28,CHA,OKC,Regular Season
0022400429,2024-12-28,WAS,NYK,Regular Season
0022400430,2024-12-28,CHI,MIL,Regular Season
0022400431,2024-12-28,GSW,PHX,Regular Season
0022400432,2024-12-28,DEN,DET,Regular Season
0022400433,2024-12-28,UTA,PHI,Regular Season
0022400434,2024-12-28,POR,DAL,Regular Season
0022400435,2024-12-28,LAL,SAC,Regular Season
0022400436,2024-12-29,ORL,BKN,Regular Season
0022400437,2024-12-29,BOS,IND,Regular Season
0022400438,2024-12-29,TOR,ATL,Regular Season
0022400439,2024-12-29,HOU,MIA,Regular Season
0022400440,2024-12-29,OKC,MEM,Regular Season
0022400441,2024-12-29,MIN,SAS,Regular Season
0022400442,2024-12-30,CHA,CHI,Regular Season
0022400443,2024-12-30,WAS,NYK,Regular Season
0022400444,2024-12-30,NOP,LAC,Regular Season
0022400445,2024-12-30,UTA,DEN,Regular Season
0022400446,2024-12-30,GSW,CLE,Regular Season
0022400447,2024-12-30,POR,PHI,Regular Season
0022400448,2024-12-30,SAC,DAL,Regular Season
0022400449,2024-12-31,BOS,TOR,Regular Season
0022400450,2024-12-31,IND,MIL,Regular Season
0022400451,2024-12-31,SAS,LAC,Regular Season
0022400452,2024-12-31,OKC,MIN,Regular Season
0022400453,2024-12-31,PHX,MEM,Regular Season
0022400454,2024-12-31,LAL,CLE,Regular Season
0022400455,2025-01-01,DET,ORL,Regular Season
0022400456,2025-01-01,WAS,CHI,Regular Season
0022400457,2025-01-01,MIA,NOP,Regular Season
0022400458,2025-01-01,NYK,UTA,Regular Season
0022400459,2025-01-01,TOR,BKN,Regular Season
0022400460,2025-01-01,HOU,DAL,Regular Season
0022400461,2025-01-01,DEN,ATL,Regular Season
0022400462,2025-01-01,SAC,PHI,Regular Season
0022400463,2025-01-02,MIA,IND,Regular Season
0022400464,2025-01-02,MIN,BOS,Regular Season
0022400465,2025-01-02,MIL,BKN,Regular Season
0022400466,2025-01-02,OKC,LAC,Regular Season
0022400467,2025-01-02,GSW,PHI,Regular Season
0022400468,2025-01-02,LAL,POR,Regular Season
0022400469,2025-01-03,DET,CHA,Regular Season
0022400470,2025-01-03,TOR,ORL,Regular Season
0022400471,2025-01-03,HOU,BOS,Regular Season
0022400472,2025-01-03,NOP,WAS,Regular Season
0022400473,2025-01-03,OKC,NYK,Regular Season
0022400474,2025-01-03,DAL,CLE,Regular Season
0022400475,2025-01-03,DEN,SAS,Regular Season
0022400476,2025-01-03,SAC,MEM,Regular Season
0022400477,2025-01-03,LAL,ATL,Regular Season
0022400478,2025-01-04,BKN,PHI,Regular Season
0022400479,2025-01-04,DET,MIN,Regular Season
0022400480,2025-01-04,IND,PHX,Regular Season
0022400481,2025-01-04,MIA,UTA,Regular Season
0022400482,2025-01-04,CHI,NYK,Regular Season
0022400483,2025-01-04,MIL,POR,Regular Season
0022400484,2025-01-04,SAS,DEN,Regular Season
0022400485,2025-01-04,GSW,MEM,Regular Season
0022400486,2025-01-04,LAC,ATL,Regular Season
0022400487,2025-01-05,OKC,BOS,Regular Season
0022400488,2025-01-05,CLE,CHA,Regular Season
0022400489,2025-01-05,WAS,NOP,Regular Season
0022400490,2025-01-05,ORL,UTA,Regular Season
0022400491,2025-01-05,HOU,LAL,Regular Season
0022400492,2025-01-05,GSW,SAC,Regular Season
0022400493,2025-01-06,DET,POR,Regular Season
0022400494,2025-01-06,PHI,PHX,Regular Season
0022400495,2025-01-06,BKN,IND,Regular Season
0022400496,2025-01-06,NYK,ORL,Regular Season
0022400497,2025-01-06,TOR,MIL,Regular Season
0022400498,2025-01-06,CHI,SAS,Regular Season
0022400499,2025-01-06,MEM,DAL,Regular Season
0022400500,2025-01-06,MIN,LAC,Regular Season
0022400501,2025-01-06,SAC,MIA,Regular Season
0022400502,2025-01-07,CHA,PHX,Regular Season
0022400503,2025-01-07,WAS,HOU,Regular Season
0022400504,2025-01-07,DAL,LAL,Regular Season
0022400505,2025-01-07,NOP,MIN,Regular Season
0022400506,2025-01-07,UTA,ATL,Regular Season
0022400507,2025-01-07,DEN,BOS,Regular Season
0022400508,2025-01-07,GSW,MIA,Regular Season
0022400509,2025-01-08,CLE,OKC,Regular Season
0022400510,2025-01-08,IND,CHI,Regular Season
0022400511,2025-01-08,NYK,TOR,Regular Season
