GAME_ID,GAME_DATE,HOME_TEAM_ABBREV,AWAY_TEAM_ABBREV,SEASON_TYPE,event_ticker,title,sub_title,status
0042400113,2025-04-25,ORL,BOS,Playoffs,KXNBAGAME-25APR25BOSORL,Boston vs Orlando: Game 3 Winner?,BOS at ORL (Apr 25),
0042400133,2025-04-25,MIL,IND,Playoffs,KXNBAGAME-25APR25INDMIL,Indiana vs Milwaukee: Game 3 Winner?,IND at MIL (Apr 25),
0042400163,2025-04-25,MIN,LAL,Playoffs,KXNBAGAME-25APR25LALMIN,Los Angeles L vs Minnesota: Game 3 Winner?,LAL at MIN (Apr 25),
0042400103,2025-04-26,MIA,CLE,Playoffs,KXNBAGAME-25APR26CLEMIA,Cleveland vs Miami: Game 3 Winner?,CLE at MIA (Apr 26),
0042400144,2025-04-26,MEM,OKC,Playoffs,KXNBAGAME-25APR26OKCMEM,Oklahoma City vs Memphis: Game 4 Winner?,OKC at MEM (Apr 26),
0042400153,2025-04-26,GSW,HOU,Playoffs,KXNBAGAME-25APR26HOUGSW,Houston vs Golden State: Game 3 Winner?,HOU at GSW (Apr 26),
0042400174,2025-04-26,LAC,DEN,Playoffs,KXNBAGAME-25APR26DENLAC,Denver vs Los Angeles C: Game 4 Winner?,DEN at LAC (Apr 26),
0042400114,2025-04-27,ORL,BOS,Playoffs,KXNBAGAME-25APR27BOSORL,Boston vs Orlando: Game 4 Winner?,BOS at ORL (Apr 27),
0042400124,2025-04-27,DET,NYK,Playoffs,KXNBAGAME-25APR27NYKDET,New York vs Detroit: Game 4 Winner?,NYK at DET (Apr 27),
0042400134,2025-04-27,MIL,IND,Playoffs,KXNBAGAME-25APR27INDMIL,Indiana vs Milwaukee: Game 4 Winner?,IND at MIL (Apr 27),
0042400164,2025-04-27,MIN,LAL,Playoffs,KXNBAGAME-25APR27LALMIN,Los Angeles L vs Minnesota: Game 4 Winner?,LAL at MIN (Apr 27),
0042400104,2025-04-28,MIA,CLE,Playoffs,KXNBAGAME-25APR28CLEMIA,Cleveland vs Miami: Game 4 Winner?,CLE at MIA (Apr 28),
0042400154,2025-04-28,GSW,HOU,Playoffs,KXNBAGAME-25APR28HOUGSW,Houston vs Golden State: Game 4 Winner?,HOU at GSW (Apr 28),
0042400115,2025-04-29,BOS,ORL,Playoffs,KXNBAGAME-25APR29ORLBOS,Orlando vs Boston: Game 5 Winner?,ORL at BOS (Apr 29),
0042400125,2025-04-29,NYK,DET,Playoffs,KXNBAGAME-25APR29DETNYK,Detroit vs New York: Game 5 Winner?,DET at NYK (Apr 29),
0042400135,2025-04-29,IND,MIL,Playoffs,KXNBAGAME-25APR29MILIND,Milwaukee vs Indiana: Game 5 Winner?,MIL at IND (Apr 29),
0042400175,2025-04-29,DEN,LAC,Playoffs,KXNBAGAME-25APR29LACDEN,Los Angeles C vs Denver: Game 5 Winner?,LAC at DEN (Apr 29),
0042400155,2025-04-30,HOU,GSW,Playoffs,KXNBAGAME-25APR30GSWHOU,Golden State vs Houston: Game 5 Winner?,GSW at HOU (Apr 30),
0042400165,2025-04-30,LAL,MIN,Playoffs,KXNBAGAME-25APR30MINLAL,Minnesota vs Los Angeles L: Game 5 Winner?,MIN at LAL (Apr 30),
0042400126,2025-05-01,DET,NYK,Playoffs,KXNBAGAME-25MAY01NYKDET,New York vs Detroit: Game 6 Winner?,NYK at DET (May 1),
0042400176,2025-05-01,LAC,DEN,Playoffs,KXNBAGAME-25MAY01DENLAC,Denver vs Los Angeles C: Game 6 Winner?,DEN at LAC (May 1),
0042400156,2025-05-02,GSW,HOU,Playoffs,KXNBAGAME-25MAY02HOUGSW,Houston vs Golden State: Game 6 Winner?,HOU at GSW (May 2),
0042400201,2025-05-04,CLE,IND,Playoffs,KXNBAGAME-25MAY04INDCLE,Indiana vs Cleveland: Game 1 Winner?,IND at CLE (May 4),
0042400211,2025-05-05,BOS,NYK,Playoffs,KXNBAGAME-25MAY05NYKBOS,New York vs Boston: Game 1 Winner?,NYK at BOS (May 5),
0042400221,2025-05-05,OKC,DEN,Playoffs,KXNBAGAME-25MAY05DENOKC,Denver vs Oklahoma City: Game 1 Winner?,DEN at OKC (May 5),
0042400202,2025-05-06,CLE,IND,Playoffs,KXNBAGAME-25MAY06INDCLE,Indiana vs Cleveland: Game 2 Winner?,IND at CLE (May 6),
0042400231,2025-05-06,MIN,GSW,Playoffs,KXNBAGAME-25MAY06GSWMIN,Golden State vs Minnesota: Game 1 Winner?,GSW at MIN (May 6),
0042400212,2025-05-07,BOS,NYK,Playoffs,KXNBAGAME-25MAY07NYKBOS,New York vs Boston: Game 2 Winner?,NYK at BOS (May 7),
0042400222,2025-05-07,OKC,DEN,Playoffs,KXNBAGAME-25MAY07DENOKC,Denver vs Oklahoma City: Game 2 Winner?,DEN at OKC (May 7),
0042400232,2025-05-08,MIN,GSW,Playoffs,KXNBAGAME-25MAY08GSWMIN,Golden State vs Minnesota: Game 2 Winner?,GSW at MIN (May 8),
0042400203,2025-05-09,IND,CLE,Playoffs,KXNBAGAME-25MAY09CLEIND,Cleveland vs Indiana: Game 3 Winner?,CLE at IND (May 9),
0042400223,2025-05-09,DEN,OKC,Playoffs,KXNBAGAME-25MAY09OKCDEN,Oklahoma City vs Denver: Game 3 Winner?,OKC at DEN (May 9),
0042400213,2025-05-10,NYK,BOS,Playoffs,KXNBAGAME-25MAY10BOSNYK,Boston vs New York: Game 3 Winner?,BOS at NYK (May 10),
0042400233,2025-05-10,GSW,MIN,Playoffs,KXNBAGAME-25MAY10MINGSW,Minnesota vs Golden State: Game 3 Winner?,MIN at GSW (May 10),
0042400204,2025-05-11,IND,CLE,Playoffs,KXNBAGAME-25MAY11CLEIND,Cleveland vs Indiana: Game 4 Winner?,CLE at IND (May 11),
0042400224,2025-05-11,DEN,OKC,Playoffs,KXNBAGAME-25MAY11OKCDEN,Oklahoma City vs Denver: Game 4 Winner?,OKC at DEN (May 11),
0042400214,2025-05-12,NYK,BOS,Playoffs,KXNBAGAME-25MAY12BOSNYK,Boston vs New York: Game 4 Winner?,BOS at NYK (May 12),
0042400234,2025-05-12,GSW,MIN,Playoffs,KXNBAGAME-25MAY12MINGSW,Minnesota vs Golden State: Game 4 Winner?,MIN at GSW (May 12),
0042400205,2025-05-13,CLE,IND,Playoffs,KXNBAGAME-25MAY13INDCLE,Indiana vs Cleveland: Game 5 Winner?,IND at CLE (May 13),
0042400225,2025-05-13,OKC,DEN,Playoffs,KXNBAGAME-25MAY13DENOKC,Denver vs Oklahoma City: Game 5 Winner?,DEN at OKC (May 13),
0042400215,2025-05-14,BOS,NYK,Playoffs,KXNBAGAME-25MAY14NYKBOS,New York vs Boston: Game 5 Winner?,NYK at BOS (May 14),
0042400235,2025-05-14,MIN,GSW,Playoffs,KXNBAGAME-25MAY14GSWMIN,Golden State vs Minnesota: Game 5 Winner?,GSW at MIN (May 14),
0042400226,2025-05-15,DEN,OKC,Playoffs,KXNBAGAME-25MAY15OKCDEN,Oklahoma City vs Denver: Game 6 Winner?,OKC at DEN (May 15),
0042400216,2025-05-16,NYK,BOS,Playoffs,KXNBAGAME-25MAY16BOSNYK,Boston vs New York: Game 6 Winner?,BOS at NYK (May 16),
0042400311,2025-05-20,OKC,MIN,Playoffs,KXNBAGAME-25MAY20MINOKC,Minnesota vs Oklahoma City: Game 1 Winner?,MIN at OKC (May 20),
0042400301,2025-05-21,NYK,IND,Playoffs,KXNBAGAME-25MAY21INDNYK,Indiana vs New York: Game 1 Winner?,IND at NYK (May 21),
0042400312,2025-05-22,OKC,MIN,Playoffs,KXNBAGAME-25MAY22MINOKC,Minnesota vs Oklahoma City: Game 2 Winner?,MIN at OKC (May 22),
0042400302,2025-05-23,NYK,IND,Playoffs,KXNBAGAME-25MAY23INDNYK,Indiana vs New York: Game 2 Winner?,IND at NYK (May 23),
0042400313,2025-05-24,MIN,OKC,Playoffs,KXNBAGAME-25MAY24OKCMIN,Oklahoma City vs Minnesota: Game 3 Winner?,OKC at MIN (May 24),
0042400303,2025-05-25,IND,NYK,Playoffs,KXNBAGAME-25MAY25NYKIND,New York vs Indiana: Game 3 Winner?,NYK at IND (May 25),
0042400314,2025-05-26,MIN,OKC,Playoffs,KXNBAGAME-25MAY26OKCMIN,Oklahoma City vs Minnesota: Game 4 Winner?,OKC at MIN (May 26),
0042400304,2025-05-27,IND,NYK,Playoffs,KXNBAGAME-25MAY27NYKIND,New York vs Indiana: Game 4 Winner?,NYK at IND (May 27),
0042400315,2025-05-28,OKC,MIN,Playoffs,KXNBAGAME-25MAY28MINOKC,Minnesota vs Oklahoma City: Game 5 Winner?,MIN at OKC (May 28),
0042400305,2025-05-29,NYK,IND,Playoffs,KXNBAGAME-25MAY29INDNYK,Indiana vs New York: Game 5 Winner?,IND at NYK (May 29),
0042400306,2025-05-31,IND,NYK,Playoffs,KXNBAGAME-25MAY31NYKIND,New York vs Indiana: Game 6 Winner?,NYK at IND (May 31),
0042400401,2025-06-05,OKC,IND,Playoffs,KXNBAGAME-25JUN05INDOKC,Indiana vs Oklahoma City: Game 1 Winner?,IND at OKC (Jun 5),
0042400402,2025-06-08,OKC,IND,Playoffs,KXNBAGAME-25JUN08INDOKC,Indiana vs Oklahoma City: Game 2 Winner?,IND at OKC (Jun 8),
0042400403,2025-06-11,IND,OKC,Playoffs,KXNBAGAME-25JUN11OKCIND,Oklahoma City vs Indiana: Game 3 Winner?,OKC at IND (Jun 11),
0042400404,2025-06-13,IND,OKC,Playoffs,KXNBAGAME-25JUN13OKCIND,Oklahoma City vs Indiana: Game 4 Winner?,OKC at IND (Jun 13),
0042400405,2025-06-16,OKC,IND,Playoffs,KXNBAGAME-25JUN16INDOKC,Indiana vs Oklahoma City: Game 5 Winner?,IND at OKC (Jun 16),
0042400406,2025-06-19,IND,OKC,Playoffs,KXNBAGAME-25JUN19OKCIND,Oklahoma City vs Indiana: Game 6 Winner?,OKC at IND (Jun 19),
